"BATCH_FILE","ITEM","BLOCKS_SEEN","NUMBER_VERDICT","WAY_UP","PHOTO_NOTES","WORDS_VERDICT","WORDS_NOTE","NAME_VERDICT","NAME_NOTE","OTHER_PROBLEMS","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_13_OF_13_V10F_W0220__cards_11-20__READER_A.json","954","954","MATCHES","1:UPRIGHT","1=[9-5-4] Torn-edge lined sheet 'I found the rhyme...' with a big X through the middle lines, last line in red ink","MATCH","All nine lines typed; the X cross-out and red last line are not mentioned but the words match.","OK","First line of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_13_OF_13_V10F_W0220__cards_11-20__READER_A.json","999","999","MATCHES","1:UPRIGHT","1=[9-9-9] Plain white sheet, four lines 'I'm gonna go to Hawaii, yeah...'","MATCH","Four lines typed as written.","OK","First line of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_13_OF_13_V10F_W0220__cards_11-20__READER_A.json","1037","1037","MATCHES","1:UPRIGHT 2:UPRIGHT","1=[1-0-3-7] Lined sheet with folded bottom corners, two lines 'The fences are getting taller...' || 2=[1-0-3-7] Second torn-edge lined sheet 'I scared myself today...' with small margin numbers 6,7,6,9,9","MATCH","Both sheets typed, split by '---'. Crossed-out word before 'with a maze' shown as [?]. Margin syllable counts not typed.","OK","First line of the first sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_13_OF_13_V10F_W0220__cards_11-20__READER_A.json","1053","1053","MATCHES","1:UPRIGHT","1=[1-0-5-3] Lined sheet with torn top-left corner, four lines 'Not everyone's presence is a gift...'","MATCH","Four lines typed as written, including 'learn to' added above line 2.","OK","First line of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_13_OF_13_V10F_W0220__cards_21-23__READER_A.json","1627","1627 (photo 1, in a row); photo 3 shows only the edge of one '1' block","MATCHES","1:UPRIGHT 2:UPRIGHT 3:UPRIGHT","1=[1627] Stack of printed pages with a gold paperclip. Top page: printed song list plus KEY TO BE FREE Song 62; 'Closure aftermath' added by hand. || 2=[NONE] Inner printed pages: Diddy mocumentary parody verses and GROOVE BACK II Song 55. || 3=[edge of a '1' block only] Inner printed pages: SONG NUMBER 5 MY FAN FICTION (handwritten fix 'Fucking single depressing day') and SONG NUMBER 7 WALLFLOWER POOP.","SHEET WORDS NOT TYPED","Typed words cover only the top page (song list + Key To Be Free). Photos 2 and 3 show more pages that are not typed: Diddy mocumentary parody, GROOVE BACK II Song 55, MY FAN FICTION Song 5, WALLFLOWER POOP Song 7. List misreads too: typed 'Why You Poutin' where the sheet has 'My Fan Fiction'; 'Wildflower Painp' should be 'Wallflower Poop'; 'Tears Song' and 'Me and That Cracker' look doubtful (print too small to confirm).","OK","Printed heading at the top of the song list (print is tiny; reads like 'ALBUM THIRTY ... 32').","Mostly printed (typed) pages, not handwriting - only 'Closure aftermath' and one line correction are in hand. A buyer should be told it is a printed album draft with hand notes.","FAIRLY SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_13_OF_13_V10F_W0220__cards_21-23__READER_A.json","1629","1629 (photos 1, 2, 3); 1630 (photos 16, 17); partial blocks only in photos 5 ('2'), 9 ('9'), 15 (cut off)","DIFFERENT NUMBER","1:SIDEWAYS 2:UPRIGHT 3:UPRIGHT 4:SIDEWAYS 5:SIDEWAYS 6:SIDEWAYS 7:UPRIGHT 8:UPRIGHT 9:SIDEWAYS 10:UPRIGHT 11:UPRIGHT 12:UPRIGHT 13:UPRIGHT 14:UPRIGHT 15:UPRIGHT 16:SIDEWAYS 17:UPRIGHT","1=[1629 (stacked down the right side because the photo is turned)] The DOORS-style strip 'I know your secret...' plus WHY I LIKE SEX and THE PRIEST BY THE SEA strips, with blocks 1-6-2-9. Website shows it sideways; no turned copy given. || 2=[1629] Wide view: DOORS strip column (with 287, WHORE MRS ROBINSON, 220, 241, MISSING A TOOTH) and a second column (WHY I LIKE SEX, PRIEST BY THE SEA, 199, 204, SHE SAID YOU CAN, SONAR). || 3=[1629 (small, at top)] Long taped column of printed lyric strips under the 1629 blocks, ending with BUM BUM SONG and (318). || 4=[NONE] Turned copy is still sideways. GRINDR DIARIES, WELL LET S START, RISK GENES, 205, (292), (357), (193) strips. || 5=[partial '2' block at corner] Turned copy is still sideways. WELL LET S START, 205 'combine with 5', CHICK FILLET, SLINGING LINES, (240), I STUFFED MY STIFF strips. || 6=[NONE] Turned copy is still sideways. I VE BEEN SLAPPIN (23) and SONG NUMBER 10 READING I BLOW strips. || 7=[NONE] Two columns of strips: (240), I STUFFED MY STIFF, SHE S GOT THE, (236)/(237), (228), READING I BLOW; and (220), (241), MISSING A TOOTH, MYSTERY LYRICS, 361, BUM BUM SONG, (318). || 8=[NONE] SONAR (519), (290), 231, I FOUND ALEX JONES, (244), MELANIE MCCARTHY strips. || 9=[partial '9' block at corner] Turned copy is still sideways. BI ALBUM WHO S YOUR FAVORITE BAND, SONG 68 SECRETLY STRAIGHT, IN THIS ORGY IN, FOUR PILLS A DAY, SONG NUMBER 4 THINKING GETS RISKY. || 10=[NONE] Close-up: I STUFFED MY STIFF, SHE S GOT THE, (236) with handwritten notes. || 11=[NONE] Close-up of the DOORS strip lower verses, handwritten 'I love her jugs the way they jiggle!', and (287). || 12=[NONE] Close-up: end of RISK GENES verses and 205 'Who am I?' with red 'combine with 5'. || 13=[NONE] Close-up: (292) end, (357) with red '15 Add more', (193, six of eight). || 14=[NONE] Close-up: (199) end, (204) 'add 199', SHE SAID YOU CAN '12 Add more!', start of SONAR. || 15=[blocks cut off at top edge, unreadable] The backs of the taped strip column (blank, show-through only). || 16=[1630] Turned copy is still sideways. A different layout under blocks 1-6-3-0: PAY PEANUTS, DANCE CLUB WHORE, WHORE BATH, TEARS LIKE NIAGRA, SONG 61 IT WILL GROW BACK, WHEN I COME IN. || 17=[1630] Blocks 1-6-3-0 over (246), 134, DIRTY WHORE STORE, TOO YOUNG TO FUCK, PAY PEANUTS, DANCE CLUB WHORE, WHORE BATH strips.","SHEET WORDS NOT TYPED","Typed words are only the DOORS verse, WHY I LIKE SEX, THE PRIEST BY THE SEA and '14 molested song?' (these match photos 1-2). Not typed: the rest of the DOORS strip ('I love the way she giggles...', handwritten 'I love her jugs the way they jiggle!', photos 2/11) and dozens of other strips in photos 2-14 (287, WHORE MRS ROBINSON, MISSING A TOOTH, BUM BUM SONG, GRINDR DIARIES, RISK GENES, SONAR, ALEX JONES, MELANIE MCCARTHY, BI ALBUM, etc.). '[?] Catholic priest' on the sheet reads 'Of being a Catholic priest.'","OK","'I know your secret...' is the first lyric line of the DOORS-style strip.","Photos 16 and 17 show blocks 1630 - they belong to item 1630 and should come off this card. Summary is a placeholder ('What it is - Tom writes this'). Turned copies for photos 4, 5, 6, 9 and 16 are still sideways (need a quarter turn); photo 1 shows sideways on the website and has no turned copy. Photo 15 only shows the blank backs of the strips.","FAIRLY SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_13_OF_13_V10F_W0220__cards_21-23__READER_A.json","1968","1968 (photo 1 in a row; photo 2 stacked down the right side because the photo is turned)","MATCHES","1:UPRIGHT 2:SIDEWAYS","1=[1968] Handwritten sheet: crossed-out 'FLV to AVI', 'Listen to youtube.com', 'it's not a name / it's not a face', 'Primal urge', 'Little black books history'. || 2=[1968] Turned copy is still sideways (needs a quarter turn counter-clockwise). Other side/sheet: 'Songs 13', 'Right between the eyes', 'Nature of Man', 'dead silence / come for a ride / what we share / one slip of the knife / my muse and fresco', '343 pages add 6 add 7', numbers 2588, 3375, 1.35, 1.25.","SHEET WORDS NOT TYPED","Typed words match photo 1 (small misreads: sheet has 'that you're a man with needs'; 'that's your a guy / a guy who has needs' is crossed out). Photo 2's writing is not typed at all: 'dead silence, come for a ride, what we share, one slip of the knife, my muse and fresco', 'Right between the eyes', 'Nature of Man', 'Songs 13', '343 pages add 6 add 7'.","OK","'FLV to AVI' is the first line, but it is crossed out and is a video-file note, not a lyric. Better name from the sheet: 'It's not a name, it's not a face' (or 'Listen to youtube.com').","Photo 2 turned copy is still sideways.","FAIRLY SURE"
"G04_POEM_IN_POEMS_BY_TOM_PAGE_01_OF_02_V10F_W0220__cards_01-10__READER_A.json","72","072","MATCHES","1:UPRIGHT 2:UPRIGHT","1=[0-7-2] Sheet 1 of the poem: alphabet header, 'She finds a bottle of pills...', girl/parents margin labels || 2=[0-7-2] Sheet 2: 'When I needed you the most I was too afraid to call...' to 'If only you had known it didn't have to end.'","SMALL DIFFERENCES","Both sheets typed. Sheet 1 line 'What you did in the past is nothing compared to this,' is missing from the typed words (goes straight from 'my loss would be your gain' to 'That would pass...'). 'hug and hiss' should be 'hug and kiss'.","OK","First line of the sheet.","","SURE"
"G04_POEM_IN_POEMS_BY_TOM_PAGE_01_OF_02_V10F_W0220__cards_01-10__READER_A.json","74","074","MATCHES","1:UPRIGHT","1=[0-7-4] Loose-leaf sheet titled 'Ode to Jason (a fallen hero)', full poem","MATCH","Typed words follow the sheet line for line.","OK","Title on sheet is 'Ode to Jason (a fallen hero)'.","Summary says 'numbered 8 in cards' - the cards in the photo read 074, not 8.","SURE"
"G04_POEM_IN_POEMS_BY_TOM_PAGE_01_OF_02_V10F_W0220__cards_01-10__READER_A.json","91","091","MATCHES","1:UPRIGHT","1=[0-9-1] Lined sheet with bubble-letter title WALKING ALONE and the full Walking Alone poem","TYPED WORDS INCLUDE A SHEET NOT PICTURED","Walking Alone part matches. Everything after the first '---' is on no photo here: 'Reincarnation', 'If I was a carpenter and you were a lady...', 'I make my own gods...', 'I'm in love w/ myself...'.","OK","Title written on the sheet.","Only one sheet pictured; typed words cover at least three more pieces of writing.","SURE"
"G04_POEM_IN_POEMS_BY_TOM_PAGE_01_OF_02_V10F_W0220__cards_01-10__READER_A.json","161","161","MATCHES","1:UPRIGHT 2:UPRIGHT","1=[1-6-1] Handwritten poem 'I started drinking to drown my sorrows' on plain sheet || 2=[1-6-1] Other side: printed Houghton Mifflin marketing simulation page (YOUR COMPANY, Table 1), no handwriting","MATCH","Poem typed correctly. But typed words end with a leftover reader note: '[read/page 2 - shot 500] TITLE : [NONE] PAPER : loose sheet LINES : 0 TEXT : [BLANK]' - that is not part of the poem.","OK","First line of the sheet.","Reader-note junk text inside typed_words would show to a buyer; should be removed.","SURE"
"G04_POEM_IN_POEMS_BY_TOM_PAGE_01_OF_02_V10F_W0220__cards_01-10__READER_A.json","167","167","MATCHES","1:UPRIGHT 2:UPRIGHT","1=[1-6-7] Lined sheet 1: 'It's time to wake up' through 'But sour grapes do not make a fine wine' || 2=[1-6-7] Lined sheet 2: 'Our grandfathers are all CEO's' through 'When daddy comes home we're all asleep'","MATCH","Both sheets typed and match. Typed words contain a leftover reader note '[read/page 2 - shot 512] TITLE : [NONE] PAPER : notebook LINES : 21 TEXT :' and '{struck: ...}' markup.","OK","First line of the sheet.","Reader-note junk text inside typed_words would show to a buyer.","SURE"
"G04_POEM_IN_POEMS_BY_TOM_PAGE_01_OF_02_V10F_W0220__cards_01-10__READER_A.json","171","171","MATCHES","1:UPRIGHT","1=[1-7-1] Badly creased/torn lined sheet: 'Are you happy when its gone?' short poem","SMALL DIFFERENCES","Line 'Shaking the stuff' (after 'The paddling's rough') is not typed. Next line on sheet is 'A [blind] man's Bluff', partly lost in a tear - typed as '{struck: A key in} man's bluff', but it is not struck out, just torn.","OK","First line of the sheet.","","SURE"
"G04_POEM_IN_POEMS_BY_TOM_PAGE_01_OF_02_V10F_W0220__cards_01-10__READER_A.json","175","174","DIFFERENT NUMBER","1:UPRIGHT","1=[1-7-4] Printed (typed) sheet 'THE LIGHT', full poem; faint handwriting shows through from the back","MATCH","Typed words match the printed sheet (cut for the check; ends 'The light I have found is you' on the sheet).","OK","Printed title THE LIGHT.","Photo 1 blocks read 1-7-4 = item 174, not 175. Sheet is printed, not handwritten (summary already flags it). Mirror-image handwriting bleeds through from the back of the sheet - the back is not pictured.","SURE"
"G04_POEM_IN_POEMS_BY_TOM_PAGE_01_OF_02_V10F_W0220__cards_01-10__READER_A.json","347","347","MATCHES","1:UPRIGHT","1=[3-4-7] Yellowed sheet with torn right edge: 'Did anyone get the number of that train' full poem","MATCH","Lines match. Small: 'flat' and 'back' are inserted words on the sheet, not struck out as the typed words say; 'no more' insertion before 'public transportation' not typed.","OK","First line of the sheet.","Summary says lined notebook paper with slight discoloration at top right; photo shows a yellowed, unlined-looking sheet with a torn right edge.","SURE"
"G04_POEM_IN_POEMS_BY_TOM_PAGE_01_OF_02_V10F_W0220__cards_01-10__READER_A.json","357","357","MATCHES","1:UPRIGHT","1=[3-5-7] Lined sheet, blue ink: 'THE hard stuff's in the freezer' full poem","MATCH","Typed words follow the sheet line for line.","OK","First line / hook of the sheet.","","SURE"
"G04_POEM_IN_POEMS_BY_TOM_PAGE_01_OF_02_V10F_W0220__cards_01-10__READER_A.json","359","359","MATCHES","1:UPRIGHT","1=[3-5-9] Lined sheet with bubble-letter title 'The Coney Story' and full poem","MATCH","Typed words match. Small: 'If they got outta line' is 'If the kid got outta line' on the sheet; crossed-out line 'Inmates running the asylum making' typed as if live.","OK","Title is from this sheet, but the bubble letters read 'The Coney Story' (C-o-n-e-y), not 'Condy' - check the spelling.","Card name likely misspelled: 'Condy' vs 'Coney' on the sheet.","FAIRLY SURE"
"G04_POEM_IN_POEMS_BY_TOM_PAGE_01_OF_02_V10F_W0220__cards_11-20__READER_A.json","392","392","MATCHES","1:UPRIGHT","1=[3-9-2 = 392] Single sheet, 'I don't have a drinking problem' poem, full text visible","SMALL DIFFERENCES","Lines 5-6 wrong: sheet says 'I live with it in my blood / I put it in my veins / I pour it in a cup'; typed has 'I live with it in my veins / I put it in my cup / I pour it in a cup' (the 'blood' line is lost). Rest matches.","OK","First line / hook of the sheet.","None seen.","SURE"
"G04_POEM_IN_POEMS_BY_TOM_PAGE_01_OF_02_V10F_W0220__cards_11-20__READER_A.json","394","394","MATCHES","1:UPRIGHT","1=[3-9-4 = 394] Torn-edge lined notebook sheet, 'I only free my mind when it's closing time' poem","MATCH","Matches. Only nit: crossed-out lines 'pass as a saint' and 'When I have to go to court' are typed as live text, run together with the margin note 'If the world was a court'.","OK","First line of the sheet.","None seen.","SURE"
"G04_POEM_IN_POEMS_BY_TOM_PAGE_01_OF_02_V10F_W0220__cards_11-20__READER_A.json","407","407","MATCHES","1:UPRIGHT","1=[4-0-7 = 407] Lined sheet with three quatrains, 'Burning the candle at both ends'","TYPED WORDS INCLUDE A SHEET NOT PICTURED","First three stanzas match the photo. Everything after the '---' ('Everything that was once important...', 'I once heard a wise man say...', 'This good life I lead...', 'The high path road...') is on no photo of this card.","OK","First line of the pictured sheet.","Second typed poem has no photo - either a photo is missing or the words belong to another number.","SURE"
"G04_POEM_IN_POEMS_BY_TOM_PAGE_01_OF_02_V10F_W0220__cards_11-20__READER_A.json","410","410","MATCHES","1:UPRIGHT 2:UPRIGHT","1=[4-1-0 = 410] Yellow folder/paper, 8 lines 'Whatever you do / You better make sure it counts...' || 2=[4-1-0 = 410] Yellow folder/paper, boxed title 'Not suitable for children' with poem 'A life based on the movies...'","MATCH","Both sections match the two photos.","NOT FROM THIS SHEET","'RHYME OR REASON' is written nowhere on either photo. Should be 'Not suitable for children' (boxed title on photo 2) or 'Whatever you do' (first line of photo 1).","None besides the name.","SURE"
"G04_POEM_IN_POEMS_BY_TOM_PAGE_01_OF_02_V10F_W0220__cards_11-20__READER_A.json","411","411","MATCHES","1:UPRIGHT 2:UPRIGHT 3:UPRIGHT 4:UPRIGHT","1=[4-1-1 = 411] Overview: all three torn sheets together (Trivial Pursuit top sheet, 'witty pity' sheet, 'kid my age' sheet) || 2=[4-1-1 = 411] Turned copy: 'Trivial Pursuit' titled sheet, two bracketed verses. Reads the right way up. || 3=[4-1-1 = 411] 'Shitty/witty pity' sheet: old vet, young girl, drunk, homeless man verses || 4=[4-1-1 = 411] Turned copy: 'A kid my age stopped and asked me' sheet. Reads the right way up.","SMALL DIFFERENCES","Same poem, but several misread lines: 'I heard a man any the gin mill he closed' (sheet: say the gin mill's closed), 'couldn't play game' (video games), 'young thing' (young thug), 'sitting like a ghost' (feeling like a ghost), 'no money in the hitty sense' (city since they closed the VFW). Bracket labels [Leftmost small piece]/[Middle top piece]/[Bottom piece] do not match the layout. Typed text is cut for the check, so the drunk/homeless verse on photo 3 could not be confirmed.","OK","'Trivial Pursuit' is the title written on the top sheet.","Typed words carry editor notes like '[? illegible]' and piece labels a buyer will see.","FAIRLY SURE"
